ID,Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,PriceClubCoins,PriceStarPoints,PriceBling,PriceGems,DiscountPriceGems,PriceCoins,Rarity,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader,PackOfferAnimOverride,BattleIntroXOffset,BattleIntroZOffset,BattleIntroVFX,DisableCatalogRelease,CatalogPreRequirementSkin,CatalogNewDaysAdjustment,NotInCatalogTID
262,BullDudeOx,BullDudeOx,,LNY,,,4,4,,,,,,,5000,149,,,EPIC,TID_SPACE_OX_BULL_SKIN,TID_SPACE_OX_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,bull_ox_tex.pvr,bull_ox_tex.pvr,bull_ox_tex.pvr,bull_ox_tex.pvr,,,,,,,,,
263,CactusLord,CactusLord,,LNY,,,4,4,,,,,,,5000,149,,,EPIC,TID_DARK_LORD_SPIKE_SKIN,TID_DARK_LORD_SPIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,spike_lord_tex.pvr,spike_lord_tex.pvr,spike_lord_tex.pvr,spike_lord_tex.pvr,,,,,,,,,
264,BarrelBotLaser,BarrelBotLaser,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_D4R-RY1_SKIN,TID_D4R-RY1_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,darryl_droid_tex.pvr,darryl_droid_tex.pvr,darryl_droid_tex.pvr,darryl_droid_tex.pvr,,,,,,,,,
265,RollerDefault,RollerDefault,,,,,,,,,,,,,,,,,,,,,,,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,,,,,,,,,
267,WhirlwindDarkTide,WhirlwindDarkTide,,PIRATES,,,4,4,,,,,,,1000,29,,,EPIC,TID_DARK_TIDE_CARL_SKIN,TID_DARK_TIDE_CARL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,"carl_pirate_tex.pvr+hue(masks/carl/carl_bandana_msk.png,25.115999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_belt_msk.png,121.394997)+value(masks/carl/carl_boots_gloves_msk.png,0.349000)+saturation(masks/carl/carl_bright_boot_glove_msk.png,1.279000)+hue(masks/carl/carl_coat_trunks_msk.png,318.140015)+value(masks/carl/carl_bright_boot_glove_msk.png,0.814000)+value(masks/carl/carl_belt_msk.png,1.163000)+value(masks/carl/carl_coat_trunks_msk.png,0.116000)+value(masks/carl/carl_hat_msk.png,0.465000)+saturation(masks/carl/carl_hat_msk.png,3.372000)+hue(masks/carl/carl_hat_msk.png,309.766998)+saturation(masks/carl/carl_coat_trunks_msk.png,0.814000)+value(masks/carl/carl_sleeves_msk.png,0.116000)+hue(masks/carl/carl_sleeves_msk.png,226.046997)+saturation(masks/carl/carl_sleeves_msk.png,9.186000)+value(masks/carl/carl_x_msk.png,0.465000)+hue(masks/carl/carl_x_msk.png,29.302000)+hue(masks/carl/carl_ship_handle_msk.png,192.557999)+value(masks/carl/carl_ship_handle_msk.png,0.349000)+hue(masks/carl/carl_ship_metal_msk.png,192.557999)+saturation(masks/carl/carl_ship_metal_msk.png,0.581000)+value(masks/carl/carl_ship_metal_msk.png,0.581000)+hue(masks/carl/carl_ship_skull_msk.png,175.813995)+saturation(masks/carl/carl_ship_skull_msk.png,0.116000)+saturation(masks/carl/carl_hull_msk.png,0.814000)+value(masks/carl/carl_hull_msk.png,0.581000)","carl_pirate_tex.pvr+hue(masks/carl/carl_bandana_msk.png,25.115999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_belt_msk.png,121.394997)+value(masks/carl/carl_boots_gloves_msk.png,0.349000)+saturation(masks/carl/carl_bright_boot_glove_msk.png,1.279000)+hue(masks/carl/carl_coat_trunks_msk.png,318.140015)+value(masks/carl/carl_bright_boot_glove_msk.png,0.814000)+value(masks/carl/carl_belt_msk.png,1.163000)+value(masks/carl/carl_coat_trunks_msk.png,0.116000)+value(masks/carl/carl_hat_msk.png,0.465000)+saturation(masks/carl/carl_hat_msk.png,3.372000)+hue(masks/carl/carl_hat_msk.png,309.766998)+saturation(masks/carl/carl_coat_trunks_msk.png,0.814000)+value(masks/carl/carl_sleeves_msk.png,0.116000)+hue(masks/carl/carl_sleeves_msk.png,226.046997)+saturation(masks/carl/carl_sleeves_msk.png,9.186000)+value(masks/carl/carl_x_msk.png,0.465000)+hue(masks/carl/carl_x_msk.png,29.302000)+hue(masks/carl/carl_ship_handle_msk.png,192.557999)+value(masks/carl/carl_ship_handle_msk.png,0.349000)+hue(masks/carl/carl_ship_metal_msk.png,192.557999)+saturation(masks/carl/carl_ship_metal_msk.png,0.581000)+value(masks/carl/carl_ship_metal_msk.png,0.581000)+hue(masks/carl/carl_ship_skull_msk.png,175.813995)+saturation(masks/carl/carl_ship_skull_msk.png,0.116000)+saturation(masks/carl/carl_hull_msk.png,0.814000)+value(masks/carl/carl_hull_msk.png,0.581000)","carl_pirate_tex.pvr+hue(masks/carl/carl_belt_msk.png,129.766998)+hue(masks/carl/carl_coat_trunks_msk.png,221.860001)+saturation(masks/carl/carl_hat_msk.png,1.628000)+hue(masks/carl/carl_sleeves_msk.png,180.000000)+saturation(masks/carl/carl_sleeves_msk.png,3.721000)+hue(masks/carl/carl_x_msk.png,0.000000)+value(masks/carl/carl_sleeves_msk.png,0.581000)+value(masks/carl/carl_x_msk.png,0.581000)+hue(masks/carl/carl_bandana_msk.png,16.743999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_ship_metal_msk.png,188.371994)+saturation(masks/carl/carl_ship_metal_msk.png,0.349000)+value(masks/carl/carl_ship_metal_msk.png,0.930000)+value(masks/carl/carl_ship_skull_msk.png,0.349000)+hue(masks/carl/carl_ship_skull_msk.png,159.070007)","carl_pirate_tex.pvr+hue(masks/carl/carl_belt_msk.png,129.766998)+hue(masks/carl/carl_coat_trunks_msk.png,221.860001)+saturation(masks/carl/carl_hat_msk.png,1.628000)+hue(masks/carl/carl_sleeves_msk.png,180.000000)+saturation(masks/carl/carl_sleeves_msk.png,3.721000)+hue(masks/carl/carl_x_msk.png,0.000000)+value(masks/carl/carl_sleeves_msk.png,0.581000)+value(masks/carl/carl_x_msk.png,0.581000)+hue(masks/carl/carl_bandana_msk.png,16.743999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_ship_metal_msk.png,188.371994)+saturation(masks/carl/carl_ship_metal_msk.png,0.349000)+value(masks/carl/carl_ship_metal_msk.png,0.930000)+value(masks/carl/carl_ship_skull_msk.png,0.349000)+hue(masks/carl/carl_ship_skull_msk.png,159.070007)",,,-200,-500,,,WhirlwindPirate,,
268,RuffsRonin,RuffsRonin,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_RONIN_RUFFS_SKIN,TID_RONIN_RUFFS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,ruffs_ronin_tex.pvr,ruffs_ronin_tex.pvr,ruffs_ronin_tex.pvr,ruffs_ronin_tex.pvr,,,250,500,,,,,
269,RuffsCoverDefault,RuffsCoverDefault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PercenterCrew,PercenterCrew,,LNY,,,4,4,,,MechanicTurretTanuki,,,,2750,79,,,SUPER_RARE,TID_NAVIGATOR_COLETTE_SKIN,TID_NAVIGATOR_COLETTE_SHOP,"MODEL,TEXTURE,VFX",,,colette_crew_tex.pvr,colette_crew_tex.pvr,colette_crew_tex.pvr,colette_crew_tex.pvr,,,,,,,,,
271,ElectroSniperDefault,ElectroSniperDefault,,,,,,,,,HealingStationSummer,,,,,,,,,,,,,,belle_tex.pvr,belle_tex.pvr,belle_tex.pvr,belle_tex.pvr,,,,,,,,,
272,StickyBombDefault,StickyBombDefault,,,,,,,,,,,,,,,,,,,,,,,squeak_tex.pvr,squeak_tex.pvr,squeak_tex.pvr,squeak_tex.pvr,,,,,,,,,
273,BaseballVigilante,BaseballVigilante,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_BIBILANTE_SKIN,TID_BIBILANTE_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,bibi_vigilante_tex.pvr,bibi_vigilante_tex.pvr,bibi_vigilante_tex.pvr,bibi_vigilante_tex.pvr,,,,,,,,,
274,ArtilleryDudeSmuggler,ArtilleryDudeSmuggler,,RANKED,,,,,,,ArtilleryDudeSmugglerTurret,ArtilleryDudeCoverDefault,,,5000,149,,,EPIC,TID_SMUGGLER_PENNY_SKIN,TID_SMUGGLER_PENNY_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,,,,,,,,,
275,ArtilleryDudeSmugglerTurret,ArtilleryTurretSmuggler,,,,,,,,,,,,,,,,,,,,,,,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,,,,,,,,,
276,TntDudePsg,TntDudePsg,,PSG,,,,,,,,,,,5000,149,129,,EPIC,TID_PSG_MIKE_SKIN,TID_PSG_MIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,dynamike_psg_tex.pvr,dynamike_psg_tex.pvr,dynamike_psg_tex.pvr,dynamike_psg_tex.pvr,,,,,,,,,
277,RollerWhite,RollerWhite,,,,,,,,,,,,,1000,29,,,RARE,TID_SUPERSTAR_STU_SKIN,TID_SUPERSTAR_STU_SKIN_SHOP,TEXTURE,,,stu_white_tex.pvr,stu_white_tex.pvr,stu_white_tex.pvr,stu_white_tex.pvr,,,,,,,,,
278,CrossBomberDefault,CrossBomberDefault,,,,,,,,,,,,,,,,,,,,,,,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,,,,,,,,,
279,SpeedBoosterDefault,SpeedBoosterDefault,,,,,,,,,,,,,,,,,,,,,,,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,,,,,,,,,
280,FireDudeMasked,FireDudeMasked,,,,,,,,,,,,,5000,149,129,,EPIC,TID_AMBER_DE_LA_VEGA_SKIN,TID_AMBER_DE_LA_VEGA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,amber_masked_tex.pvr,amber_masked_tex.pvr,amber_masked_tex.pvr,amber_masked_tex.pvr,,,600,50,true,,,,
281,EnragerDuel,EnragerDuel,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_QUICK_DRAW_EDGAR_SKIN,TID_QUICK_DRAW_EDGAR_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,edgar_duelist_tex.pvr,edgar_duelist_tex.pvr,edgar_duelist_tex.pvr,edgar_duelist_tex.pvr,,,,,,,,,
282,BlackHoleMisfortune,BlackHoleMisfortune,,,,,,,,,,,,,5000,149,129,,EPIC,TID_MISFORTUNE_TARA_SKIN,TID_MISFORTUNE_TARA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tara_misfortune_tex.pvr,tara_misfortune_tex.pvr,tara_misfortune_tex.pvr,tara_misfortune_tex.pvr,,,,,,,,,
283,ArcadePiano,ArcadePiano,,RANKED,,,,,,,DamageBoosterPiano,,,,5000,149,129,,EPIC,TID_SALOON_8BIT_SKIN,TID_SALOON_8BIT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,,,,,,,,,
286,RuffsMarshall,RuffsMarshall,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_MARSHAL_RUFFS_SKIN,TID_MARSHAL_RUFFS_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,ruffs_marshal_tex.pvr,ruffs_marshal_tex.pvr,ruffs_marshal_tex.pvr,ruffs_marshal_tex.pvr,,,,,,,,,
287,SandstormLantern,SandstormLantern,,LANTERN,,,,,,,,,,,5000,149,129,,EPIC,TID_LANTERN_SANDY_SKIN,TID_LANTERN_SANDY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sandy_lantern_tex.pvr,sandy_lantern_tex.pvr,sandy_lantern_tex.pvr,sandy_lantern_tex.pvr,,,,,,,,,
288,RopeDudeDefault,RopeDudeDefault,,,,,,,,,,,,,,,,,,,,,,,buzz_tex.pvr,buzz_tex.pvr,buzz_tex.pvr,buzz_tex.pvr,,,,,,,,,
289,AssaultShotgunDefault,AssaultShotgunDefault,,,,,,,,,,,,,,,,,,,,,,,griff_tex.pvr,griff_tex.pvr,griff_tex.pvr,griff_tex.pvr,,,,,,,,,
290,BeeSniperArchvillain,BeeSniperArchvillain,,SC_MAKE,,,,,,,BeeSniperSlowPotDefault,,,,2750,79,69,,SUPER_RARE,TID_ARCHVILLAIN_BEA_SKIN,TID_ARCHVILLAIN_BEA_SKIN_SHOP,"MODEL,TEXTURE,VFX",Mike BlueG,,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,,,,,,,,,
291,BeeSniperArchvillainAddonBee,BeeSniperArchvillainAddonBee,,,,,,,,,,,,,,,,,,,,,,,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,,,,,,,,,
292,PowerLevelerDIY,PowerLevelerDIY,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_DYI_SURGE_SKIN,TID_DYI_SURGE_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,surge_diy_tex.pvr,surge_diy_tex.pvr,surge_diy_tex.pvr,surge_diy_tex.pvr,,,,,,,,,
293,DamageBoosterPiano,DamageBoosterPiano,,,,,,,,,,,,,,,,,,,,,,,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,,,,,,,,,
294,ElectroSniperBoss,ElectroSniperBoss,,BRAWLPASS,,,7,7,,,HealingStationSummer,,,,5000,149,,,EPIC,TID_BELLE_GOLDHAND_SKIN,TID_BELLE_GOLDHAND_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,belle_boss_tex.pvr,belle_boss_tex.pvr,belle_boss_tex.pvr,belle_boss_tex.pvr,,,,,,,,,
295,BeeSniperCatAddonBee,BeeSniperCatAddonBee,,,,,,,,,,,,,,,,,,,,,,,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,,,,,,,,,
296,BeeSniperCatGoldAddonBee,BeeSniperCatGoldAddonBee,,,,,,,,,,,,,,,,,,,,,,,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,,,,,,,,,
297,ShamanGold,ShamanGold,,GOLD,,,,,,,ShamanBearGold,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_NITA_SKIN,TID_TRUE_GOLD_NITA_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,nita_gold_tex.pvr,nita_gold_tex.pvr,nita_gold_tex.pvr,nita_gold_tex.pvr,,,,,,,,,
298,ShamanSilver,ShamanSilver,,SILVER,,,,,,,ShamanBearSilver,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_NITA_SKIN,TID_TRUE_SILVER_NITA_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,nita_silver_tex.pvr,nita_silver_tex.pvr,nita_silver_tex.pvr,nita_silver_tex.pvr,,,,,,,,,
299,ShamanBearGold,ShamanBearDefault,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,nita_bear_gold_tex.pvr,nita_bear_gold_tex.pvr,nita_bear_gold_tex.pvr,nita_bear_gold_tex.pvr,,,,,,,,,
300,ShamanBearSilver,ShamanBearDefault,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,nita_bear_silver_tex.pvr,nita_bear_silver_tex.pvr,nita_bear_silver_tex.pvr,nita_bear_silver_tex.pvr,,,,,,,,,
301,CactusGold,CactusGold,,GOLD,,,,,,,,,,,,,,25000,,TID_TRUE_GOLD_SPIKE,TID_TRUE_GOLD_SPIKE_SHOP,"MODEL,TEXTURE",,gold_materials.scw,spike_gold_tex.pvr,spike_gold_tex.pvr,spike_gold_tex.pvr,spike_gold_tex.pvr,,,,,,,,,
302,CactusSilver,CactusSilver,,SILVER,,,,,,,,,,,,,,10000,,TID_TRUE_SILVER_SPIKE,TID_TRUE_SILVER_SPIKE_SHOP,"MODEL,TEXTURE",,silver_materials.scw,spike_silver_tex.pvr,spike_silver_tex.pvr,spike_silver_tex.pvr,spike_silver_tex.pvr,,,,,,,,,
303,GunslingerBadass,GunslingerBadass,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_GUNSLINGER_COLT_SKIN,TID_GUNSLINGER_COLT_SKIN_SHOP,"MODEL,TEXTURE",,,colt_badass_tex.pvr,colt_badass_tex.pvr,colt_badass_tex.pvr,colt_badass_tex.pvr,,,,,,,,,
304,HookDudeGold,HookDudeGold,,GOLD,,,,,,,,,,,,,,25000,,TID_TRUE_GOLD_GENE,TID_TRUE_GOLD_GENE_SHOP,"MODEL,TEXTURE",,gold_materials.scw,gene_gold_tex.pvr,gene_gold_tex.pvr,gene_gold_tex.pvr,gene_gold_tex.pvr,,,,,,,,,
305,HookDudeSilver,HookDudeSilver,,SILVER,,,,,,,,,,,,,,10000,,TID_TRUE_SILVER_GENE,TID_TRUE_SILVER_GENE_SHOP,"MODEL,TEXTURE",,silver_materials.scw,gene_silver_tex.pvr,gene_silver_tex.pvr,gene_silver_tex.pvr,gene_silver_tex.pvr,,,,,,,,,
306,IceDudeBurger,IceDudeBurger,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_BURGER_LOU_SKIN,TID_BURGER_LOU_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,lou_burger_tex.pvr,lou_burger_tex.pvr,lou_burger_tex.pvr,lou_burger_tex.pvr,,,,,,,,,
307,DrillerJetski,DrillerJetski,,RANKED,,,,,,,,,,,5000,149,,,EPIC,TID_JETSKI_JACKY_SKIN,TID_JETSKI_JACKY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,,,,,,,,,,,,,
308,WhirlwindSurfer,WhirlwindSurfer,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_SURFER_CARL_SKIN,TID_SURFER_CARL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,carl_surfer_tex.pvr,carl_surfer_tex.pvr,carl_surfer_tex.pvr,carl_surfer_tex.pvr,,,,200,,,,,
309,RosaCoco,RosaCoco,,SUMMER,,,,,,,,,,,5000,149,129,,EPIC,TID_COCO_ROSA_SKIN,TID_COCO_ROSA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,,,,,,,
311,UndertakerBeach,UndertakerBeach,,SUMMER,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_BEACHTIME_MORTIS_SKIN,TID_BEACHTIME_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,,,,,,,,,,,,,,
312,NinjaDino,NinjaDino,,SUMMER,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_DINO_LEON_SKIN,TID_DINO_LEON_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,leon_dino_tex.pvr,leon_dino_tex.pvr,leon_dino_tex.pvr,leon_dino_tex.pvr,,,,,,,,,
313,UseMe1,BallDefault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,HealstationGold,HealstationDefault,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,pam_gun_gold_tex.pvr,pam_gun_gold_tex.pvr,pam_gun_gold_tex.pvr,pam_gun_gold_tex.pvr,,,,,,,,,
328,HealstationSilver,HealstationDefault,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,pam_gun_silver_tex.pvr,pam_gun_silver_tex.pvr,pam_gun_silver_tex.pvr,pam_gun_silver_tex.pvr,,,,,,,,,
329,UseMe4,BallDefault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,GunslingerTrueGold,GunslingerTrueGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_COLT_SKIN,TID_TRUE_GOLD_COLT_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,colt_gold_tex.pvr,colt_gold_tex.pvr,colt_gold_tex.pvr,colt_gold_tex.pvr,,,,,,,,,
331,GunslingerTrueSilver,GunslingerTrueSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_COLT_SKIN,TID_TRUE_SILVER_COLT_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,colt_silver_tex.pvr,colt_silver_tex.pvr,colt_silver_tex.pvr,colt_silver_tex.pvr,,,,,,,,,
332,SpawnerDudeTrueGold,SpawnerDudeTrueGold,,GOLD,,,,,,,SpawnerDudeTurretTrueGold,SpawnerPetTrueGold,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_MRP_SKIN,TID_TRUE_GOLD_MRP_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,mrp_gold_tex.pvr,mrp_gold_tex.pvr,mrp_gold_tex.pvr,mrp_gold_tex.pvr,,,,,,,,,
333,SpawnerDudeTrueSilver,SpawnerDudeTrueSilver,,SILVER,,,,,,,SpawnerDudeTurretTrueSilver,SpawnerPetTrueSilver,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_MRP_SKIN,TID_TRUE_SILVER_MRP_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,mrp_silver_tex.pvr,mrp_silver_tex.pvr,mrp_silver_tex.pvr,mrp_silver_tex.pvr,,,,,,,,,
334,SpawnerPetTrueGold,SpawnerPetTrueGold,,,,,,,,,,,,,,,,,,,,,,gold_materials_clip.scw,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,,,,,,,,,
335,SpawnerDudeTurretTrueGold,SpawnerDudeTurretTrueGold,,,,,,,,,,,,,,,,,,,,,,gold_materials_clip.scw,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,,,,,,,,,
336,SpawnerPetTrueSilver,SpawnerPetTrueSilver,,,,,,,,,,,,,,,,,,,,,,silver_materials_clip.scw,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,,,,,,,,,
337,SpawnerDudeTurretTrueSilver,SpawnerDudeTurretTrueSilver,,,,,,,,,,,,,,,,,,,,,,silver_materials_clip.scw,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,,,,,,,,,
338,Trophy,Trophy,,,,,,,,,,,,,,,,,,,,,,,item_trophy.pvr,item_trophy.pvr,,,,,,,,,,,
339,TrophyBlueRed,TrophyBlueRed,,,,,,,,,,,,,,,,,,,,,,,item_trophy_blue.pvr,item_trophy_red.pvr,,,,,,,,,,,
340,Volleyball,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Basketball,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,DeadMariachiPunk,DeadMariachiPunk,,PUNK,,,,,,,,,,,5000,149,129,,EPIC,TID_PUNK_POCO_SKIN,TID_PUNK_POCO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,,,,,,,,300,,,,,
343,RopeDudePunk,RopeDudePunk,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_PUNK_BUZZ_SKIN,TID_PUNK_BUZZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,buzz_punk_tex.pvr,buzz_punk_tex.pvr,buzz_punk_tex.pvr,buzz_punk_tex.pvr,,,,,,,,,
344,,,,PUNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,BaseballWarrior,BaseballWarrior,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_PUNK_BIBI_SKIN,TID_PUNK_BIBI_SKIN_SHOP,"MODEL,TEXTURE",,,bibi_warrior_tex.pvr,bibi_warrior_tex.pvr,bibi_warrior_tex.pvr,bibi_warrior_tex.pvr,,,,,,,,,
346,RollerPunk,RollerPunk,,PUNK,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_PUNK_STU_SKIN,TID_PUNK_STU_SKIN_SHOP,"MODEL,TEXTURE",,,stu_punk_tex.pvr,stu_punk_tex.pvr,stu_punk_tex.pvr,stu_punk_tex.pvr,,,,,,,,,
347,ShamanSummer,ShamanSummer,,SC_MAKE,,,,,,,ShamanBearSummer,,,,2750,79,69,,SUPER_RARE,TID_WHALEWATCH_NITA_SKIN,TID_WHALEWATCH_NITA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX","Beats, Francy, Inkastle and Fontys",,,,,,,,,,,,,,
348,ShamanBearSummer,ShamanBearSummer,,,,,,,,,,,,,,,,,,,,,,,nita_bear_make_tex.pvr,nita_bear_make_tex.pvr,nita_bear_make_tex.pvr,nita_bear_make_tex.pvr,,,,,,,,,
349,CactusCoverDefault,CactusCoverDefault,,,,,,,,,,,,,,,,,,,,,,,spike_cactus_gadget_tex.pvr,spike_cactus_gadget_tex.pvr,spike_cactus_gadget_tex.pvr,spike_cactus_gadget_tex.pvr,,,,,,,,,
350,NinjaInvisibleAreaDefault,NinjaInvisibleAreaDefault,,,,,,,,,,,,,,,,,,,,,,,leon_lollipop_gadget_tex.pvr,leon_lollipop_gadget_tex.pvr,leon_lollipop_gadget_tex.pvr,leon_lollipop_gadget_tex.pvr,,,,,,,,,
351,BarrelBotMegabox,BarrelBotMegabox,,C1A,,,4,4,true,,,,,,5000,149,,,EPIC,TID_MB_DARRYL_SKIN,TID_MB_DARRYL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,darryl_megabox_tex.pvr,darryl_megabox_tex.pvr,darryl_megabox_tex.pvr,darryl_megabox_tex.pvr,,,,,,,,,
352,StuDrums,StuDrumsDefault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,KnightDefault,KnightDefault,,,,,,,,,KnightPetDefault,,,,,,,,,,,,,,ash_tex.pvr,ash_tex.pvr,ash_tex.pvr,ash_tex.pvr,,,,,,,,,
354,LuchadorDragon,LuchadorDragon,,ONCEUPON,,10,,,,,,,,,5000,149,129,,EPIC,TID_EL_DRAGON_VERDE_SKIN,TID_EL_DRAGON_VERDE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,,,,,,,
355,MinigunDudeQueen,MinigunDudeQueen,,ONCEUPON,,,,,,,HealingstationQueen,,,,,299,269,,LEGENDARY,TID_EVIL_QUEEN_PAM_SKIN,TID_EVIL_QUEEN_PAM_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,,,,,,,,,,,,,
356,HealingstationQueen,HealingstationQueen,,,,,,,,,,,,,,,,,,,,,,,pam_queen_gun_tex.pvr,pam_queen_gun_tex.pvr,pam_queen_gun_tex.pvr,pam_queen_gun_tex.pvr,,,,,,,,,
